FERT CODE
85003602
85004508
85004509
85003447
85003603
85206300
85205926
85206129
85206097
85206132
85206299
85206128
85206135
85203158
85203342
85203513
85204643
85204878
85205206
85205207
85205354
86606025
86606815
86607018
85207083
85207409
84904787
84904786
84904981
84904980
85003436
86607022
86607116
85003236
84907366
85207085
85207145
85207146
85207147
86607129
88007136
88007080
85003601
85207691
85207082
85207678
88007137
85207683
88007079
85207690
86607132
84907987
84907988
85207679
84954982
86607077
86607687
88007763
84907934
84908267
86607686
88007937
87806984
86906086
87406861
87406731
87406862
87506881
87706329
87606928
87406865
87606930
87606929
87406855
87806985
87406860
87606917
87406745
87406675
87606922
87706886
87706201
87506857
87406084
87506879
87406767
87406327
87457305
87706198
87406328
87406316
87807534
87406732
87406739
87606919
87406310
87406742
85207575
87507531
87406309
87606918
87407530
87706199
87457308
87506873
87406768
86607117
86607943
87406769
86607689
86607348
87406738
86906346
87506878
87606923
87406733
87706085
87406746
87606927
87606920
87606921
86908170
87406859
87506876
87406192
88007982
87406317
84907931
86607563
86607564
85207574
88007349
88007577
88007579
85207084
87406195
87406676
87507746
87408454
87406193
87406748
86607693
88007350
88007565
87408003
87408004
86606031
87606924
88007764
87708823
87459058
88007566
87459059
86608402
85208864
87606951
84908861
85208871
85208872
88009582
88009580
87508005
87608009
86908011
86908012
87508006
87608010
87808013
87406858
92558546
92558882
92558919
88009581
87406741
85508057
86106037
85508061
85507211
86807375
85606102
86708851
85508052
85807341
85606101
82508365
85608038
86106413
85507212
82508359
85606021
85807340
85607114
86807372
85806484
85407216
86106405
85508054
85856087
85507207
85606222
85606510
86106409
86006583
85507242
85606224
86106412
85507228
85507226
82504598
82508369
85607111
85607113
85606506
85508422
85606486
85507268
82506369
86208048
82506376
85807946
85906266
82504680
81605913
82508371
85807992
81303506
85507271
81607960
85959858
85509800
85958356
86206397
81308245
82507040
85806391
86106402
86106408
85905957
85407215
86106406
85407218
85606104
85607112
86807595
85706581
85407265
85606022
86006582
86707343
85607316
85508421
85407214
85607313
85606223
85508484
85606511
85507235
85507238
86056805
85407213
85606278
85557275
85457264
85906268
81606009
87406737
81606342
85607984
87406736
81608333
85507210
85606018
85407217
86008442
85408418
85407251
85407248
85507222
86006669
85606274
85407261
87406744
82506370
80907443
82506373
85507208
85507270
82508370
81306661
85606221
85606273
82509817
81305606
82506401
86707201
85906265
86106404
85806246
86006584
85806248
86206400
85906259
85906267
86809838
85209845
86809840
80906586
85609984
86805924
85806573
86809841
85905631
85407267
85807989
85407263
86706395
86809842
82507293
85806250
81607962
85407244
81306614
85906263
85907951
85508059
85806575
86108433
86106403
85806249
85606277
86106407
85457386
85807952
86707342
85606508
80906600
80906590
87400058
85407253
85608219
88009590
87409781
85606488
85606490
85906008
85807339
86106414
86809839
85606271
85500087
85606272
85606495
86706394
92708466
81606011
85507206
85706232
86106036
85906066
86807373
86807374
85907922
85606509
81607657
85908348
85507273
85909973
86106005
81607659
86109835
85807750
85806574
87400175
82506372
85509008
85408419
85407390
85407388
81607658
85955630
81305612
86807377
87700028
87700021
87700044
85909975
85507602
86807380
81605914
85706576
92559887
85959598
85759595
85908918
85507227
85507239
86108453
85906570
81607656
81404591
85906261
85407491
85209847
87700037
86106006
85507221
85209846
88009591
85606275
87700042
85806242
85606019
85850194
85606493
85606512
86105870
82508368
85407246
81305624
81608223
86100205
85906264
86808351
92559888
81609788
85507485
85200149
85607297
85959965
82508023
81606348
81607400
85906007
85909829
85706233
85906260
85450007
82509907
85500192
81307702
81609628
87458269
85409468
85200151
86700145
81605912
85509038
85606103
85806252
85706578
85906254
81306657
92558886
85209843
81306649
85209844
87458086
85409466
85607310
92659027
87400277
85209396
85756577
85607315
81609789
85407490
85956566
85507230
80906597
85706227
85407258
85900226
85909974
81609627
92659028
87407593
87508191
84909013
85407257
85209400
87409050
85806247
85906258
85200150
85606276
81307416
85557274
85507234
85509268
85806238
85450008
86106411
85309348
88307760
85309344
87700031
86106410
85209393
80906593
85900230
92558884
85209395
85309347
88308020
82506371
85900324
85900225
85209394
86700353
85309345
85309350
84957936
81305613
85950214
81600115
86109994
84909406
86807378
81600123
85900322
86700352
85209401
85950229
85809976
81600114
81600124
84909408
84909831
87708162
81600442
81306659
81306092
85309346
85309343
84909407
89000172
80650335
89000418
89000417
89000416
89000084
85507224
84909409
85609066
81600293
87408877
85407219
85950218
86809832
85907329
81307475
88307391
81306613
81307476
81306650
85606513
81307473
88009554
85906255
81600125
92909878
81600505
81600122
81606014
80706433
80406543
87008483
87008448
80158533
87108445
85609827
87000297
86100477
88308241
84909410
87056778
81600504
80906589
89208017
85907175
92709778
85507269
80608832
80608831
85956797
85906568
80706525
80608834
86100288
87058481
87158450
87058479
85906269
85407252
85806243
85457387
87207304
87058480
82507038
85400359
85600534
85507240
86106035
85209399
85407262
85300565
85200563
86807379
86800370
80608822
92709777
85309355
81600109
87006780
85906065
87056779
84909019
87059033
88009555
86108217
84909414
82508366
80608833
80706523
86609379
85507233
87158447
87158444
87158443
80706465
81600110
88009383
85706580
86100355
88009585
87459602
87459603
85407254
87559605
88308240
89209876
85800176
86100354
80600066
87150295
89208018
87458139
80100126
85908357
85906262
80600060
81600281
85409327
85806245
92709998
85200153
87050270
85606491
84908859
85404362
85404996
88009384
86709988
85509296
85409341
86609377
86609376
87700537
84909021
81600108
86100622
86100664
85309357
86609366
88009381
88009389
88009387
88308242
85409331
86100621
85509297
81600107
86100663
85409342
88009390
86609365
89209877
86609375
85409302
88009386
92508430
88009388
89000689
81408345
88308021
82507294
85706579
88009385
87700514
85300907
86609370
85509260
85200909
87050197
82508609
84909012
92608839
86609378
85901034
85900856
86700678
85509259
84909020
85309349
85508828
86609371
85951033
86608404
85409328
85409314
85409299
85509266
85509251
85509256
85409330
80659771
87550141
85805062
85509280
86709985
85950855
85409304
85409318
85901043
85808243
85608008
85509257
87408873
88009382
88301199
80908376
91100351
92000529
91100325
80650470
92000530
88300953
89001200
92508883
86100600
85601102
85950043
87500834
87551030
85600089
87400802
88300789
81300756
81300762
80900741
88300108
87400809
88300791
87400817
81750951
80900747
87400922
85950021
81300750
86100212
81300751
85950009
85909248
87400071
85950020
85400025
85400029
85400030
85400027
85400031
88009392
85400032
89000120
88009553
87800865
85905873
80600135
85509298
85706228
85509255
80900744
85509253
87051133
85509252
85509279
86700675
85509273
85509282
87408875
89000269
86800053
85509292
88000069
81306660
85409324
86609532
85509264
86207981
85908000
85407385
87700885
86800054
88300790
85950372
81300759
88300792
82500359
80750218
85200059
87400814
87700886
87400808
81600506
91150420
81400737
89000692
87400915
87400920
87400918
85200060
86100050
87551027
81300754
85501057
87500840
85409311
81300753
80900746
81400862
86000458
86000367
86000567
87450833
81750950
85606514
85606387
88000490
80900743
88300797
87400803
92000467
82500360
81650270
82500774
81300405
87400813
81300404
85309360
81300383
85309358
82500781
81300760
85850324
82500772
80900739
92650714
82500777
82500773
82500780
81600902
87700883
85400802
86107945
80900384
85450803
82500770
86100667
86100668
87050414
80450396
81750475
81750167
86100666
85806241
89107923
85907324
92000631
92000773
92000771
86100044
92000769
91100536
85600080
85600554
81300752
91100535
85600491
85600553
80900740
85600551
92000634
88000540
91100570
91100431
88000134
81300761
86800326
99201085
92000764
81600899
92000632
92000633
